  ntgrid  nperiod  ntheta, drhodpsi, rmaj, shat
 54,  2,  36,  1.8196496347311206,  2.8241356938383615,  5.8798848117303759
     gbdrift     gradpar       grho    tgrid
  -23.547354265       16561.431334      0.78027829491      -5.6718523707    
  -23.411015130       16557.905842      0.78937185638      -5.6159871518    
  -24.755614993       15138.302808      0.79890785514      -5.5554982417    
  -31.410027014       13048.128311      0.81189194029      -5.4864601010    
  -39.124340864       11300.146318      0.83306480733      -5.4062621339    
  -43.177047166       9420.3557016      0.86388037758      -5.3117959923    
  -43.849524491       6982.6367632      0.90659838533      -5.1954093631    
  -41.618234204       4481.3854109      0.96748133333      -5.0447967412    
  -36.905034515       2809.5072328       1.0539387837      -4.8506775600    
  -30.355898032       1900.1393328       1.1659214146      -4.6137751940    
  -23.012060018       1440.4096523       1.2930528667      -4.3444749306    
  -16.145066104       1293.1874589       1.4129598129      -4.0631441385    
  -11.259917670       1549.1551735       1.4985937028      -3.8038099153    
  -7.7822457398       2011.8400753       1.5471676792      -3.5921614278    
  -5.2961790718       2353.2831313       1.5741097945      -3.4223927056    
  -3.3288807766       2552.9869290       1.5879352822      -3.2765322682    
  -1.4235860488       2490.0937575       1.5926479203      -3.1415926536    
 -5.89331957548E-02   2311.6467888       1.5893984384      -3.0076295635    
   1.3605166534       2132.6467024       1.5778103990      -2.8653834057    
   2.6798986119       1793.7511289       1.5561773471      -2.7021170320    
   3.9278020072       1333.3987653       1.5192608162      -2.4979418197    
   4.7372950388       773.11584477       1.4575058641      -2.2168347201    
   4.1702797572       281.68844319       1.3574439233      -1.7966153092    
   1.9251429163       42.334353441       1.2150155602      -1.1532365744    
   1.8232089987       9.3339479152       1.0635749774     -0.54035493202    
  0.76596411978       2.1556291404      0.96904220170     -0.21574533284    
  0.55645187531      0.87406840272      0.91253336169     -5.33821733144E-02
  0.50792012204      0.59404808713      0.87341413409      5.40904676772E-02
  0.48865357877      0.48464863682      0.84444637729      0.13741293463    
  0.47316027930      0.42265272419      0.82247443809      0.20751212353    
  0.46467352464      0.38458148201      0.80476880011      0.26975290077    
  0.47001159939      0.35857969849      0.78944025455      0.32797857182    
  0.48073705359      0.33612755013      0.77696939617      0.38510999180    
  0.48179729852      0.31592116264      0.76896515720      0.44257712069    
  0.47115737314      0.30185939725      0.76748152282      0.49998979854    
  0.44941942076      0.29551310126      0.77184490825      0.55626871871    
  0.41983972904      0.29606612273      0.78027829491      0.61133293645    
  0.41177393431      0.30917660250      0.78937185638      0.66719815543    
  0.44185025064      0.34772023630      0.79890785514      0.72768706549    
  0.48823511256      0.42079226276      0.81189194029      0.79672520619    
  0.53538200694      0.53825241712      0.83306480733      0.87692317327    
  0.58952216804      0.73375775786      0.86388037758      0.97138931489    
  0.68359295747       1.1272149935      0.90659838533       1.0877759440    
  0.82957093804       2.0391363705      0.96748133333       1.2383885659    
   1.0016056945       4.2226157890       1.0539387837       1.4325077472    
   1.1243966110       9.2919015010       1.1659214146       1.6694101132    
   1.0718059433       20.435730222       1.2930528667       1.9387103766    
  0.75039546783       43.353228381       1.4129598129       2.2200411687    
  0.38531861193       90.476670028       1.4985937028       2.4793753919    
 -1.27496791001E-02   156.51827588       1.5471676792       2.6910238794    
 -0.44398380927       212.89239901       1.5741097945       2.8607926015    
 -0.90407192499       256.67001588       1.5879352822       3.0066530390    
  -1.2256593536       323.04566307       1.5926479203       3.1415926536    
  -2.0230616318       381.07215357       1.5893984384       3.2755557437    
  -2.7041335319       382.76297823       1.5778103990       3.4178019015    
  -3.4932159535       357.09662455       1.5561773471       3.5810682752    
  -4.5163174531       309.06979555       1.5192608162       3.7852434874    
  -5.8943685279       238.71862323       1.4575058641       4.0663505871    
  -8.0820076769       194.36371922       1.3574439233       4.4865699980    
  -9.1588784233       197.38498722       1.2150155602       5.1299487328    
  -22.640854180       1420.6791000       1.0635749774       5.7428303752    
  -35.591824495       5148.1804945      0.96904220170       6.0674399743    
  -41.370399985       9031.1624437      0.91253336169       6.2298031339    
  -43.569903342       11828.475052      0.87341413409       6.3372757749    
  -42.711380510       13761.985988      0.84444637729       6.4205982418    
  -40.498752479       15146.742126      0.82247443809       6.4906974307    
  -38.655517461       15850.194625      0.80476880011       6.5529382080    
  -35.111789582       15635.292570      0.78944025455       6.6111638790    
  -26.597189699       14890.101758      0.77696939617       6.6682952990    
  -12.216423583       14300.503316      0.76896515720       6.7257624279    
   4.3888392823       14588.152827      0.76748152282       6.7831751057    
   18.108327936       15528.404826      0.77184490825       6.8394540259    
   24.387033723       16623.458254      0.78027829491       6.8945182436    
   24.234562998       16627.884793      0.78937185638       6.9503834626    
   25.639315494       15212.761471      0.79890785514       7.0108723727    
   32.386497240       13134.963743      0.81189194029       7.0799105134    
   40.195104878       11407.455783      0.83306480733       7.1601084805    
   44.356091502       9545.2555233      0.86388037758       7.2545746221    
   45.216710406       7121.4466135      0.90659838533       7.3709612512    
   43.277376080       4651.2263135      0.96748133333       7.5215738731    
   38.908245904       3054.8964953       1.0539387837       7.7156930543    
   32.604691254       2282.3610485       1.1659214146       7.9525954204    
   25.155671905       2048.6264608       1.2930528667       8.2218956838    
   17.645857040       2288.2971255       1.4129598129       8.5032264759    
   12.030554894       3316.9164051       1.4985937028       8.7625606991    
   7.7567463816       4814.6500897       1.5471676792       8.9742091865    
   4.4082114532       5981.3775599       1.5741097945       9.1439779087    
   1.5207369266       6769.4081361       1.5879352822       9.2898383461    
  -1.0277326585       7326.4169229       1.5926479203       9.4247779608    
     gds21             gds22  tgrid
   1267.0868796       116.14480843      -9.4247779608    
   1239.6630879       115.23171658      -9.2908148707    
   1166.0212910       108.94375141      -9.1485687129    
   1004.2327480       94.422317180      -8.9853023391    
   773.09830509       73.379543221      -8.7811271269    
   479.15189573       46.327653661      -8.5000200273    
   215.35572799       22.113290589      -8.0798006164    
   65.488363306       8.2585865414      -7.4364218815    
   242.70985198       37.672603574      -6.8235402392    
   823.23542783       130.80050436      -6.4989306400    
   1446.9080693       229.77073895      -6.3365674805    
   1896.5616922       301.09983733      -6.2290948395    
   2206.2911182       350.29092280      -6.1457723726    
   2427.2046624       385.42214835      -6.0756731836    
   2538.6861877       403.19059183      -6.0134324064    
   2502.5190797       397.53983270      -5.9552067354    
   2380.1346030       378.26192388      -5.8980753154    
   2281.2521971       362.79812344      -5.8406081865    
   2321.7557590       369.52322975      -5.7831955086    
   2466.8370948       392.85091546      -5.7269165885    
   2638.2630739       420.28676437      -5.6718523707    
   2638.0155792       420.29761832      -5.6159871518    
   2412.2494687       384.39397451      -5.5554982417    
   2080.0777611       331.60703123      -5.4864601010    
   1802.6703094       287.58537419      -5.4062621339    
   1504.1637216       240.18838734      -5.3117959923    
   1116.6681951       178.60282863      -5.1954093631    
   719.68367263       115.61930863      -5.0447967412    
   456.24248685       74.167830795      -4.8506775600    
   316.15410991       52.739380542      -4.6137751940    
   250.20028477       43.672995036      -4.3444749306    
   238.51682951       44.263878159      -4.0631441385    
   302.49605280       59.338960938      -3.8038099153    
   406.80474068       82.494193658      -3.5921614278    
   485.01209501       100.16751260      -3.4223927056    
   533.23658389       111.56812216      -3.2765322682    
   537.32781003       116.14480843      -3.1415926536    
   515.64124994       115.23171658      -3.0076295635    
   481.50805159       108.94375141      -2.8653834057    
   410.96133047       94.422317180      -2.7021170320    
   312.04187318       73.379543221      -2.4979418197    
   188.06809077       46.327653661      -2.2168347201    
   76.418105882       22.113290589      -1.7966153092    
   13.602992536       8.2585865414      -1.1532365744    
   6.0235238687       37.672603574     -0.54035493202    
   1.4029481751       130.80050436     -0.21574533284    
   3.2272564784       229.77073895     -5.33821733144E-02
   4.6978984657       301.09983733      5.40904676772E-02
   5.3571343203       350.29092280      0.13741293463    
   5.5297372611       385.42214835      0.20751212353    
   5.3688934675       403.19059183      0.26975290077    
   4.7111815947       397.53983270      0.32797857182    
   3.4499141625       378.26192388      0.38510999180    
   1.7577741287       362.79812344      0.44257712069    
   0.0000000000       369.52322975      0.49998979854    
  -1.5140672725       392.85091546      0.55626871871    
  -2.4679807492       420.28676437      0.61133293645    
  -2.7843822682       420.29761832      0.66719815543    
  -2.9626240159       384.39397451      0.72768706549    
  -3.4550978776       331.60703123      0.79672520619    
  -4.2697366959       287.58537419      0.87692317327    
  -4.9696546415       240.18838734      0.97138931489    
  -5.5230851347       178.60282863       1.0877759440    
  -6.7579033131       115.61930863       1.2383885659    
  -9.7638108085       74.167830795       1.4325077472    
  -15.208516953       52.739380542       1.6694101132    
  -24.200587819       43.672995036       1.9387103766    
  -39.595048376       44.263878159       2.2200411687    
  -70.337722596       59.338960938       2.4793753919    
  -111.52049686       82.494193658       2.6910238794    
  -144.35759989       100.16751260       2.8607926015    
  -167.76617218       111.56812216       3.0066530390    
  -192.43125951       116.14480843       3.1415926536    
  -208.38058797       115.23171658       3.2755557437    
  -203.00518787       108.94375141       3.4178019015    
  -182.31008708       94.422317180       3.5810682752    
  -149.01455872       73.379543221       3.7852434874    
  -103.01571419       46.327653661       4.0663505871    
  -62.519516231       22.113290589       4.4865699980    
  -38.282378234       8.2585865414       5.1299487328    
  -230.66280424       37.672603574       5.7428303752    
  -820.42953148       130.80050436       6.0674399743    
  -1440.4535564       229.77073895       6.2298031339    
  -1887.1658953       301.09983733       6.3372757749    
  -2195.5768496       350.29092280       6.4205982418    
  -2416.1451879       385.42214835       6.4906974307    
  -2527.9484007       403.19059183       6.5529382080    
  -2493.0967165       397.53983270       6.6111638790    
  -2373.2347747       378.26192388       6.6682952990    
  -2277.7366488       362.79812344       6.7257624279    
  -2321.7557590       369.52322975       6.7831751057    
  -2469.8652294       392.85091546       6.8394540259    
  -2643.1990354       420.28676437       6.8945182436    
  -2643.5843438       420.29761832       6.9503834626    
  -2418.1747168       384.39397451       7.0108723727    
  -2086.9879569       331.60703123       7.0799105134    
  -1811.2097827       287.58537419       7.1601084805    
  -1514.1030309       240.18838734       7.2545746221    
  -1127.7143654       178.60282863       7.3709612512    
  -733.19947925       115.61930863       7.5215738731    
  -475.77010847       74.167830795       7.7156930543    
  -346.57114382       52.739380542       7.9525954204    
  -298.60146041       43.672995036       8.2218956838    
  -317.70692626       44.263878159       8.5032264759    
  -443.17149799       59.338960938       8.7625606991    
  -629.84573441       82.494193658       8.9742091865    
  -773.72729479       100.16751260       9.1439779087    
  -868.76892826       111.56812216       9.2898383461    
  -922.19032903       116.14480843       9.4247779608    
     cvdrift0          gbdrift0   tgrid
 -3.15010241757E-02 -3.15010241757E-02  -9.4247779608    
  0.31260091811      0.31260091811      -9.2908148707    
  0.64690967806      0.64690967806      -9.1485687129    
  0.98248417882      0.98248417882      -8.9853023391    
   1.3439257888       1.3439257888      -8.7811271269    
   1.6920901100       1.6920901100      -8.5000200273    
   1.9500721856       1.9500721856      -8.0798006164    
   1.7642419838       1.7642419838      -7.4364218815    
   3.8938664574       3.8938664574      -6.8235402392    
   5.7866015352       5.7866015352      -6.4989306400    
   6.6729180355       6.6729180355      -6.3365674805    
   7.0152119400       7.0152119400      -6.2290948395    
   6.8755264433       6.8755264433      -6.1457723726    
   6.5208928223       6.5208928223      -6.0756731836    
   6.2261813759       6.2261813759      -6.0134324064    
   5.6630388989       5.6630388989      -5.9552067354    
   4.3095950912       4.3095950912      -5.8980753154    
   2.0210142479       2.0210142479      -5.8406081865    
 -0.62352573762     -0.62352573762      -5.7831955086    
  -2.8105070634      -2.8105070634      -5.7269165885    
  -3.8145097725      -3.8145097725      -5.6718523707    
  -3.7915259207      -3.7915259207      -5.6159871518    
  -4.0103119066      -4.0103119066      -5.5554982417    
  -5.0768040253      -5.0768040253      -5.4864601010    
  -6.3120833848      -6.3120833848      -5.4062621339    
  -6.9657340252      -6.9657340252      -5.3117959923    
  -7.0876871746      -7.0876871746      -5.1954093631    
  -6.7559264861      -6.7559264861      -5.0447967412    
  -6.0330800060      -6.0330800060      -4.8506775600    
  -5.0103756554      -5.0103756554      -4.6137751940    
  -3.8331312457      -3.8331312457      -4.3444749306    
  -2.6890568579      -2.6890568579      -4.0631441385    
  -1.8534163653      -1.8534163653      -3.8038099153    
  -1.2365562512      -1.2365562512      -3.5921614278    
 -0.77225251558     -0.77225251558      -3.4223927056    
 -0.38592055142     -0.38592055142      -3.2765322682    
 -3.15010241757E-02 -3.15010241757E-02  -3.1415926536    
  0.31260091811      0.31260091811      -3.0076295635    
  0.64690967806      0.64690967806      -2.8653834057    
  0.98248417882      0.98248417882      -2.7021170320    
   1.3439257888       1.3439257888      -2.4979418197    
   1.6920901100       1.6920901100      -2.2168347201    
   1.9500721856       1.9500721856      -1.7966153092    
   1.7642419838       1.7642419838      -1.1532365744    
   3.8938664574       3.8938664574     -0.54035493202    
   5.7866015352       5.7866015352     -0.21574533284    
   6.6729180355       6.6729180355     -5.33821733144E-02
   7.0152119400       7.0152119400      5.40904676772E-02
   6.8755264433       6.8755264433      0.13741293463    
   6.5208928223       6.5208928223      0.20751212353    
   6.2261813759       6.2261813759      0.26975290077    
   5.6630388989       5.6630388989      0.32797857182    
   4.3095950912       4.3095950912      0.38510999180    
   2.0210142479       2.0210142479      0.44257712069    
 -0.62352573762     -0.62352573762      0.49998979854    
  -2.8105070634      -2.8105070634      0.55626871871    
  -3.8145097725      -3.8145097725      0.61133293645    
  -3.7915259207      -3.7915259207      0.66719815543    
  -4.0103119066      -4.0103119066      0.72768706549    
  -5.0768040253      -5.0768040253      0.79672520619    
  -6.3120833848      -6.3120833848      0.87692317327    
  -6.9657340252      -6.9657340252      0.97138931489    
  -7.0876871746      -7.0876871746       1.0877759440    
  -6.7559264861      -6.7559264861       1.2383885659    
  -6.0330800060      -6.0330800060       1.4325077472    
  -5.0103756554      -5.0103756554       1.6694101132    
  -3.8331312457      -3.8331312457       1.9387103766    
  -2.6890568579      -2.6890568579       2.2200411687    
  -1.8534163653      -1.8534163653       2.4793753919    
  -1.2365562512      -1.2365562512       2.6910238794    
 -0.77225251558     -0.77225251558       2.8607926015    
 -0.38592055142     -0.38592055142       3.0066530390    
 -3.15010241757E-02 -3.15010241757E-02   3.1415926536    
  0.31260091811      0.31260091811       3.2755557437    
  0.64690967806      0.64690967806       3.4178019015    
  0.98248417882      0.98248417882       3.5810682752    
   1.3439257888       1.3439257888       3.7852434874    
   1.6920901100       1.6920901100       4.0663505871    
   1.9500721856       1.9500721856       4.4865699980    
   1.7642419838       1.7642419838       5.1299487328    
   3.8938664574       3.8938664574       5.7428303752    
   5.7866015352       5.7866015352       6.0674399743    
   6.6729180355       6.6729180355       6.2298031339    
   7.0152119400       7.0152119400       6.3372757749    
   6.8755264433       6.8755264433       6.4205982418    
   6.5208928223       6.5208928223       6.4906974307    
   6.2261813759       6.2261813759       6.5529382080    
   5.6630388989       5.6630388989       6.6111638790    
   4.3095950912       4.3095950912       6.6682952990    
   2.0210142479       2.0210142479       6.7257624279    
 -0.62352573762     -0.62352573762       6.7831751057    
  -2.8105070634      -2.8105070634       6.8394540259    
  -3.8145097725      -3.8145097725       6.8945182436    
  -3.7915259207      -3.7915259207       6.9503834626    
  -4.0103119066      -4.0103119066       7.0108723727    
  -5.0768040253      -5.0768040253       7.0799105134    
  -6.3120833848      -6.3120833848       7.1601084805    
  -6.9657340252      -6.9657340252       7.2545746221    
  -7.0876871746      -7.0876871746       7.3709612512    
  -6.7559264861      -6.7559264861       7.5215738731    
  -6.0330800060      -6.0330800060       7.7156930543    
  -5.0103756554      -5.0103756554       7.9525954204    
  -3.8331312457      -3.8331312457       8.2218956838    
  -2.6890568579      -2.6890568579       8.5032264759    
  -1.8534163653      -1.8534163653       8.7625606991    
  -1.2365562512      -1.2365562512       8.9742091865    
 -0.77225251558     -0.77225251558       9.1439779087    
 -0.38592055142     -0.38592055142       9.2898383461    
 -3.15010241743E-02 -3.15010241743E-02   9.4247779608    
 -8*pi/B_0**2 * dp/drho= 
  1.81645766529E-02
   67.406691187       33.703345594    
  2.69477352070E-04  1.34738676035E-04
